passage_id,citation_label,chapter,chapter_title,passage_number,passage_word_count,sentiment,count,rate_per_1000_words,lexicon_source
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,anticipation,3,12.448132780082986,NRC lexicon via tidytext/textdata
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,disgust,0,0,NRC lexicon via tidytext/textdata
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,fear,1,4.149377593360996,NRC lexicon via tidytext/textdata
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,joy,4,16.597510373443985,NRC lexicon via tidytext/textdata
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,negative,1,4.149377593360996,NRC lexicon via tidytext/textdata
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,positive,6,24.896265560165972,NRC lexicon via tidytext/textdata
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,sadness,1,4.149377593360996,NRC lexicon via tidytext/textdata
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,surprise,2,8.298755186721992,NRC lexicon via tidytext/textdata
ch02_p002,"Ch. 2: The Teenage Period, passage 2",2,The Teenage Period,2,241,trust,10,41.49377593360996,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,anger,1,4.166666666666667,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,anticipation,6,25,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,disgust,1,4.166666666666667,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,fear,1,4.166666666666667,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,joy,4,16.666666666666668,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,negative,4,16.666666666666668,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,positive,10,41.666666666666664,NRC lexicon via tidytext/textdata
