chapter,chapter_title,word,n,font_size
12,Full Text,operational,32,1.03
12,Full Text,returned,32,1.03
12,Full Text,summer,32,1.03
12,Full Text,activities,31,1.01
12,Full Text,operations,31,1.01
12,Full Text,service,31,1.01
12,Full Text,union,31,1.01
12,Full Text,involved,30,0.99
12,Full Text,york,30,0.99
12,Full Text,day,29,0.97
12,Full Text,found,29,0.97
12,Full Text,left,29,0.97
12,Full Text,office,29,0.97
12,Full Text,personnel,29,0.97
12,Full Text,world,29,0.97
12,Full Text,days,28,0.94
12,Full Text,period,28,0.94
12,Full Text,friends,27,0.92
12,Full Text,recall,27,0.92
12,Full Text,soviets,27,0.92
12,Full Text,started,27,0.92
12,Full Text,car,26,0.9
12,Full Text,lake,26,0.9
12,Full Text,lived,26,0.9
12,Full Text,received,26,0.9
12,Full Text,ship,26,0.9
12,Full Text,uruguay,26,0.9
12,Full Text,officer,25,0.88
12,Full Text,staff,25,0.88
12,Full Text,opportunity,24,0.86
12,Full Text,return,24,0.86
12,Full Text,ron,24,0.86
12,Full Text,spent,24,0.86
12,Full Text,christmas,23,0.84
12,Full Text,international,23,0.84
12,Full Text,job,23,0.84
12,Full Text,station,23,0.84
12,Full Text,stayed,23,0.84
12,Full Text,activity,22,0.82
12,Full Text,agency,22,0.82
12,Full Text,june,22,0.82
12,Full Text,temple,22,0.82
12,Full Text,united,22,0.82
12,Full Text,couple,21,0.8
12,Full Text,decided,21,0.8
