chapter,chapter_title,word,freq
11,Post Rio to Retirement,even,4
11,Post Rio to Retirement,down,4
11,Post Rio to Retirement,various,4
11,Post Rio to Retirement,continued,4
11,Post Rio to Retirement,purchased,4
11,Post Rio to Retirement,first,4
11,Post Rio to Retirement,early,4
11,Post Rio to Retirement,came,4
11,Post Rio to Retirement,visit,4
11,Post Rio to Retirement,people,4
11,Post Rio to Retirement,initially,4
11,Post Rio to Retirement,development,4
11,Post Rio to Retirement,stock,4
11,Post Rio to Retirement,small,4
11,Post Rio to Retirement,known,4
11,Post Rio to Retirement,cia,4
11,Post Rio to Retirement,married,4
11,Post Rio to Retirement,california,4
11,Post Rio to Retirement,many,4
11,Post Rio to Retirement,left,4
11,Post Rio to Retirement,new,4
11,Post Rio to Retirement,service,4
11,Post Rio to Retirement,church,4
11,Post Rio to Retirement,still,4
11,Post Rio to Retirement,required,4
11,Post Rio to Retirement,good,4
11,Post Rio to Retirement,leadership,4
11,Post Rio to Retirement,inc,4
11,Post Rio to Retirement,marion,4
11,Post Rio to Retirement,sunday,4
11,Post Rio to Retirement,management,3
11,Post Rio to Retirement,cabin,3
11,Post Rio to Retirement,woods,3
11,Post Rio to Retirement,little,3
11,Post Rio to Retirement,beach,3
11,Post Rio to Retirement,being,3
