issue_type,pattern,suggested_review,source_record_id,assigned_chapter,chapter_title,snippet
spacing_join,\bina\b|\bona\b|\bsoi\b,"Likely joined words: in a, on a, so I.",1,1,Earliest Memories,"CHAPTER ONE PART ONE According to the brief history of my father (as told to my sister, Ila Rose, by my father's half-sister, Mary | Anderson) he owned a homestead in the Lone Pine country | twenty miles east of Idaho Falls. The family stay"
